,index,action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id,home_field,angle,layup,seconds_remaining_accuracy,shot_distance_accuracy,minutes_remaining_accuracy,period_accuracy,shot_type_accuracy,action_type_accuracy,lat_accuracy,lon_accuracy,angle_accuracy,season_accuracy
474,3075,Alley Oop Dunk Shot,Dunk,183,20101164,34.0443,0,0,-118.2698,2,2,0,2001-02,46,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-04-15,LAL vs. SEA,SEA,3076,1,2501.0,0,0.44562899786780386,0.6609195402298851,0.4472295514511873,0.4488021295474712,0.4773477939364062,0.7414004914004914,0.5170731707317073,0.4536082474226804,0.5,0.4258474576271186
475,3078,Jump Shot,Jump Shot,227,20101164,33.9433,-27,101,-118.2968,9,3,0,2001-02,50,10,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2002-04-15,LAL vs. SEA,SEA,3079,1,15761.0,0,0.4375,0.43573667711598746,0.3805418719211823,0.4137018037398643,0.4773477939364062,0.7788018433179723,0.46511627906976744,0.3888888888888889,0.6666666666666666,0.4258474576271186
476,3080,Jump Shot,Jump Shot,257,20101164,34.0163,85,28,-118.1848,6,3,0,2001-02,59,8,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-04-15,LAL vs. SEA,SEA,3081,0,12393.0,0,0.46292134831460674,0.3141509433962264,0.4472295514511873,0.4137018037398643,0.32926829268292684,0.3269133619600909,0.30434782608695654,0.39344262295081966,0.6666666666666666,0.4258474576271186
477,3081,Jump Shot,Jump Shot,264,20101164,33.8963,123,148,-118.1468,6,3,0,2001-02,24,19,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-04-15,LAL vs. SEA,SEA,3082,1,15465.0,0,0.43467336683417085,0.5320910973084886,0.48187633262260127,0.46567164179104475,0.4773477939364062,0.3853296193129062,0.6033057851239669,0.46153846153846156,0.6,0.4258474576271186
478,3083,Running Jump Shot,Jump Shot,288,20101164,33.8633,1,181,-118.2688,4,3,0,2001-02,16,18,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-04-15,LAL vs. SEA,SEA,3084,1,6392.0,0,0.4343675417661098,0.4346846846846847,0.4549499443826474,0.45344187375035705,0.4773477939364062,0.6666666666666666,0.4166666666666667,0.5189873417721519,0.5,0.4258474576271186
479,3097,Jump Shot,Jump Shot,197,20101188,33.8393,167,205,-118.1028,3,2,0,2001-02,31,26,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2002-04-17,LAL vs. SAC,SAC,3098,1,14127.0,0,0.4244604316546763,0.42393736017897093,0.4549499443826474,0.45344187375035705,0.4773477939364062,0.5982042648709316,0.35294117647058826,0.39215686274509803,0.0,0.4258474576271186
480,3103,Jump Shot,Jump Shot,278,20101188,33.8693,188,175,-118.0818,8,3,0,2001-02,0,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2002-04-17,LAL vs. SAC,SAC,3104,1,5397.0,0,0.3217286914765906,0.5320910973084886,0.4659661946094107,0.4488021295474712,0.4773477939364062,0.3853296193129062,0.5223880597014925,0.46774193548387094,0.0,0.4258474576271186
481,3104,Jump Shot,Jump Shot,303,20101188,34.0553,195,-11,-118.0748,5,3,0,2001-02,41,19,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-04-17,LAL vs. SAC,SAC,3105,1,7324.0,0,0.4392059553349876,0.41644562334217505,0.3805418719211823,0.4137018037398643,0.4773477939364062,0.3269133619600909,0.3858267716535433,0.45098039215686275,0.47619047619047616,0.4258474576271186
482,3113,Driving Layup Shot,Layup,68,20200003,34.0443,0,0,-118.2698,4,1,0,2002-03,40,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-10-29,LAL vs. SAS,SAS,3114,1,7140.0,0,0.43675417661097854,0.36952714535901926,0.4514093395035759,0.4137018037398643,0.4773477939364062,0.3269133619600909,0.3645833333333333,0.5142857142857142,0.5,0.4578313253012048
483,3117,Jump Shot,Jump Shot,130,20200003,33.8653,39,179,-118.2308,11,2,0,2002-03,41,18,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-10-29,LAL vs. SAS,SAS,3118,1,1303.0,0,0.5065274151436031,0.4318181818181818,0.4522425249169435,0.45344187375035705,0.4773477939364062,0.5745412844036697,0.2,0.38461538461538464,0.3333333333333333,0.4578313253012048
484,3121,Jump Shot,Jump Shot,268,20200003,34.0083,85,36,-118.1848,1,2,0,2002-03,9,9,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-10-29,LAL vs. SAS,SAS,3122,1,14652.0,0,0.45368171021377673,0.4232488822652757,0.4522425249169435,0.45344187375035705,0.4773477939364062,0.3269133619600909,0.4861111111111111,0.3076923076923077,0.6666666666666666,0.4578313253012048
485,3131,Jump Shot,Jump Shot,486,20200003,33.9913,54,53,-118.2158,4,4,0,2002-03,35,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-10-29,LAL vs. SAS,SAS,3132,0,17645.0,0,0.4693396226415094,0.36952714535901926,0.48187633262260127,0.46567164179104475,0.32926829268292684,0.3269133619600909,0.46511627906976744,0.2,0.14285714285714285,0.4578313253012048
486,3137,Jump Shot,Jump Shot,11,20200014,33.9123,66,132,-118.2038,10,1,0,2002-03,58,14,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2002-10-30,LAL @ POR,POR,3138,0,3795.0,0,0.4573643410852713,0.3893877551020408,0.4472295514511873,0.4137018037398643,0.4773477939364062,0.3269133619600909,0.46774193548387094,0.4,0.3333333333333333,0.4578313253012048
487,3140,Layup Shot,Layup,67,20200014,34.0443,0,0,-118.2698,3,1,0,2002-03,31,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-10-30,LAL @ POR,POR,3141,1,3381.0,0,0.48735632183908045,0.35744941753525444,0.4549499443826474,0.46567164179104475,0.32926829268292684,0.3269133619600909,0.42990654205607476,0.3793103448275862,1.0,0.4578313253012048
488,3155,Reverse Layup Shot,Layup,6,20200029,34.0443,0,0,-118.2698,11,1,0,2002-03,10,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-11-01,LAL @ LAC,LAC,3156,0,0.0,0,0.3217286914765906,0.46179401993355484,0.3805418719211823,0.45344187375035705,0.4773477939364062,0.5846994535519126,0.6155655334616207,0.48148148148148145,0.5,0.4578313253012048
489,3161,Driving Layup Shot,Layup,250,20200029,34.0443,0,0,-118.2698,11,3,0,2002-03,1,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-11-01,LAL @ LAC,LAC,3162,0,12342.0,0,0.42720763723150357,0.3813387423935091,0.4522425249169435,0.46567164179104475,0.4773477939364062,0.3269133619600909,0.4523809523809524,0.3614457831325301,1.0,0.4578313253012048
490,3166,Jump Shot,Jump Shot,375,20200029,33.8433,-159,201,-118.4288,11,4,0,2002-03,29,25,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2002-11-01,LAL @ LAC,LAC,3167,1,0.0,0,0.3896457765667575,0.43573667711598746,0.4514093395035759,0.4488021295474712,0.4773477939364062,0.3269133619600909,0.6155655334616207,0.5573770491803278,1.0,0.4578313253012048
491,3169,Jump Shot,Jump Shot,463,20200029,33.8763,121,168,-118.1488,1,4,0,2002-03,41,20,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-11-01,LAL @ LAC,LAC,3170,0,3044.0,0,0.41794871794871796,0.41475826972010177,0.4514093395035759,0.46567164179104475,0.4773477939364062,0.3269133619600909,0.25,0.48148148148148145,1.0,0.4578313253012048
492,3170,Jump Shot,Jump Shot,465,20200029,34.0523,-177,-8,-118.4468,1,4,0,2002-03,18,17,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-11-01,LAL @ LAC,LAC,3171,0,14077.0,0,0.4935064935064935,0.4503105590062112,0.4514093395035759,0.4488021295474712,0.4773477939364062,0.5745412844036697,0.45588235294117646,0.375,0.0,0.4578313253012048
493,3171,Jump Shot,Jump Shot,469,20200029,33.8703,-113,174,-118.3828,0,4,0,2002-03,53,20,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-11-01,LAL @ LAC,LAC,3172,0,14451.0,0,0.4704370179948586,0.41475826972010177,0.4472295514511873,0.4488021295474712,0.4773477939364062,0.5745412844036697,0.32051282051282054,0.3548387096774194,1.0,0.4578313253012048
494,3175,Slam Dunk Shot,Dunk,184,20200045,34.0443,0,0,-118.2698,4,2,0,2002-03,16,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-11-03,LAL vs. POR,POR,3176,0,13234.0,0,0.4693396226415094,0.29777777777777775,0.4659661946094107,0.4137018037398643,0.32926829268292684,0.3269133619600909,0.38235294117647056,0.16666666666666666,0.0,0.4578313253012048
495,3179,Jump Shot,Jump Shot,307,20200045,34.0373,186,7,-118.0838,2,3,0,2002-03,14,18,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-11-03,LAL vs. POR,POR,3180,0,9220.0,0,0.4392059553349876,0.3141509433962264,0.47974413646055436,0.46567164179104475,0.32926829268292684,0.3269133619600909,0.3888888888888889,0.5054945054945055,0.5,0.4578313253012048
496,3188,Jump Shot,Jump Shot,485,20200045,34.0343,77,10,-118.1928,4,5,0,2002-03,45,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-11-03,LAL vs. POR,POR,3189,0,12169.0,0,0.44715447154471544,0.35744941753525444,0.47974413646055436,0.4137018037398643,0.32926829268292684,0.3269133619600909,0.30434782608695654,0.3492063492063492,0.42857142857142855,0.4578313253012048
497,3197,Jump Shot,Jump Shot,139,20200053,33.9573,130,87,-118.1398,9,2,0,2002-03,50,15,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-11-05,LAL @ CLE,CLE,3198,0,4023.0,0,0.43710021321961623,0.6609195402298851,0.4472295514511873,0.46567164179104475,0.4773477939364062,0.3853296193129062,0.4866666666666667,0.5416666666666666,0.75,0.4578313253012048
498,3205,Jump Shot,Jump Shot,23,20200069,33.9173,94,127,-118.1758,9,1,0,2002-03,32,15,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-11-07,LAL @ BOS,BOS,3206,0,4774.0,0,0.4288888888888889,0.3141509433962264,0.48187633262260127,0.4488021295474712,0.32926829268292684,0.3269133619600909,0.4523809523809524,0.41379310344827586,0.3333333333333333,0.4578313253012048
499,3214,Layup Shot,Layup,176,20200069,34.0213,15,23,-118.2548,4,2,0,2002-03,43,2,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-11-07,LAL @ BOS,BOS,3215,1,6906.0,0,0.42720763723150357,0.41644562334217505,0.4549499443826474,0.45344187375035705,0.4773477939364062,0.3269133619600909,0.3402061855670103,0.4603174603174603,1.0,0.4578313253012048
500,3221,Reverse Layup Shot,Layup,244,20200069,34.0443,-2,0,-118.2718,9,3,0,2002-03,27,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-11-07,LAL @ BOS,BOS,3222,1,8781.0,0,0.44155844155844154,0.4166666666666667,0.4514093395035759,0.4137018037398643,0.4773477939364062,0.5846994535519126,0.36283185840707965,0.5072463768115942,0.5,0.4578313253012048
501,3227,Jump Shot,Jump Shot,278,20200069,33.9063,-103,138,-118.3728,4,3,0,2002-03,41,17,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-11-07,LAL @ BOS,BOS,3228,0,4500.0,0,0.43710021321961623,0.6609195402298851,0.46996466431095407,0.4137018037398643,0.4773477939364062,0.7414004914004914,0.47593582887700536,0.4925373134328358,0.5,0.4578313253012048
502,3228,Jump Shot,Jump Shot,289,20200069,33.9213,-130,123,-118.3998,3,3,0,2002-03,4,17,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-11-07,LAL @ BOS,BOS,3229,0,6063.0,0,0.45933014354066987,0.3141509433962264,0.44724674232870953,0.4137018037398643,0.32926829268292684,0.3269133619600909,0.23684210526315788,0.34285714285714286,0.3333333333333333,0.4578313253012048
503,3231,Jump Shot,Jump Shot,322,20200069,33.8553,-3,189,-118.2728,0,3,0,2002-03,1,18,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-11-07,LAL @ BOS,BOS,3232,1,9472.0,0,0.44375,0.4503105590062112,0.43453401943967984,0.4137018037398643,0.4773477939364062,0.3269133619600909,0.4861111111111111,0.5054945054945055,0.6666666666666666,0.4578313253012048
504,3232,Jump Shot,Jump Shot,331,20200069,34.0163,39,28,-118.2308,10,4,0,2002-03,54,4,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-11-07,LAL @ BOS,BOS,3233,1,6138.0,0,0.44522144522144524,0.5320910973084886,0.4659661946094107,0.46567164179104475,0.4773477939364062,0.3853296193129062,0.5223880597014925,0.4925373134328358,0.6666666666666666,0.4578313253012048
505,3237,Jump Shot,Jump Shot,376,20200069,33.9063,-128,138,-118.3978,5,4,0,2002-03,49,18,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-11-07,LAL @ BOS,BOS,3238,1,17766.0,0,0.4720194647201946,0.42393736017897093,0.46996466431095407,0.46567164179104475,0.4773477939364062,0.5846994535519126,0.5648148148148148,0.34615384615384615,1.0,0.4578313253012048
506,3255,Layup Shot,Layup,59,20200076,34.0503,-8,-6,-118.2778,3,1,0,2002-03,34,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-11-08,LAL @ WAS,WAS,3256,0,4780.0,0,0.4573643410852713,0.42393736017897093,0.4659661946094107,0.45344187375035705,0.4773477939364062,0.7238805970149254,0.5,0.27941176470588236,0.5,0.4578313253012048
507,3263,Turnaround Jump Shot,Jump Shot,215,20200076,34.0753,163,-31,-118.1068,11,3,0,2002-03,7,16,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-11-08,LAL @ WAS,WAS,3264,0,14903.0,0,0.40850277264325324,0.6609195402298851,0.4472295514511873,0.45344187375035705,0.4773477939364062,0.7414004914004914,0.6033057851239669,0.45161290322580644,0.0,0.4578313253012048
508,3272,Jump Shot,Jump Shot,27,20200106,33.9063,125,138,-118.1448,9,1,0,2002-03,21,18,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-11-12,LAL vs. ATL,ATL,3273,0,17822.0,0,0.4343675417661098,0.41644562334217505,0.4659661946094107,0.4137018037398643,0.4773477939364062,0.5846994535519126,0.5648148148148148,0.3333333333333333,1.0,0.4578313253012048
509,3274,Fadeaway Jump Shot,Jump Shot,57,20200106,33.8893,5,155,-118.2648,6,1,0,2002-03,0,15,0.0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-11-12,LAL vs. ATL,ATL,3275,0,8252.0,0,0.47453703703703703,0.400836820083682,0.46996466431095407,0.45344187375035705,0.4773477939364062,0.3269133619600909,0.3402061855670103,0.3283582089552239,0.3333333333333333,0.4578313253012048
510,3284,Hook Shot,Hook Shot,278,20200106,34.0273,-5,17,-118.2748,8,3,0,2002-03,37,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-11-12,LAL vs. ATL,ATL,3285,1,14374.0,0,0.4693396226415094,0.6609195402298851,0.42347600518806744,0.45344187375035705,0.4773477939364062,0.7788018433179723,0.4866666666666667,0.45161290322580644,0.6,0.4578313253012048
511,3288,Jump Shot,Jump Shot,310,20200106,34.0633,-136,-19,-118.4058,4,3,0,2002-03,35,13,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-11-12,LAL vs. ATL,ATL,3289,1,5325.0,0,0.4392059553349876,0.3893877551020408,0.4472295514511873,0.45344187375035705,0.4773477939364062,0.3269133619600909,0.4489795918367347,0.5344827586206896,0.3333333333333333,0.4578313253012048
512,3293,Jump Shot,Jump Shot,450,20200106,33.9863,-237,58,-118.5068,1,4,0,2002-03,39,24,0.0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2002-11-12,LAL vs. ATL,ATL,3294,0,16689.0,0,0.3799212598425197,0.42122719734660036,0.44724674232870953,0.4137018037398643,0.4773477939364062,0.3269133619600909,0.45714285714285713,0.4838709677419355,0.5,0.4578313253012048
513,3305,Jump Shot,Jump Shot,136,20200127,33.8343,-126,210,-118.3958,10,2,0,2002-03,24,24,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2002-11-15,LAL vs. GSW,GSW,3306,0,4967.0,0,0.5065274151436031,0.36952714535901926,0.4549499443826474,0.46567164179104475,0.4773477939364062,0.3269133619600909,0.42105263157894735,0.4470588235294118,0.2857142857142857,0.4578313253012048
514,3310,Driving Layup Shot,Layup,231,20200127,34.0443,0,0,-118.2698,1,2,0,2002-03,9,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-11-15,LAL vs. GSW,GSW,3311,0,4500.0,0,0.47453703703703703,0.6609195402298851,0.4472295514511873,0.4488021295474712,0.4773477939364062,0.7414004914004914,0.47593582887700536,0.4925373134328358,0.3333333333333333,0.4578313253012048
515,3317,Jump Shot,Jump Shot,305,20200127,33.9193,-112,125,-118.3818,6,3,0,2002-03,33,16,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-11-15,LAL vs. GSW,GSW,3318,1,5955.0,0,0.4786729857819905,0.3642121931908155,0.4522425249169435,0.45344187375035705,0.32926829268292684,0.3269133619600909,0.2857142857142857,0.4482758620689655,0.5,0.4578313253012048
516,3321,Turnaround Jump Shot,Jump Shot,418,20200127,33.9933,153,51,-118.1168,8,4,0,2002-03,19,16,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-11-15,LAL vs. GSW,GSW,3322,1,17623.0,0,0.4244604316546763,0.3642121931908155,0.3805418719211823,0.4137018037398643,0.32926829268292684,0.3269133619600909,0.3111111111111111,0.0,1.0,0.4578313253012048
517,3323,Jump Shot,Jump Shot,434,20200127,33.8843,-46,160,-118.3158,6,4,0,2002-03,24,16,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-11-15,LAL vs. GSW,GSW,3324,0,8560.0,0,0.44522144522144524,0.3141509433962264,0.42347600518806744,0.46567164179104475,0.32926829268292684,0.3269133619600909,0.3888888888888889,0.5172413793103449,0.5,0.4578313253012048
518,3333,Turnaround Jump Shot,Jump Shot,570,20200127,34.0503,-156,-6,-118.4258,0,5,0,2002-03,34,15,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-11-15,LAL vs. GSW,GSW,3334,1,8516.0,0,0.48,0.42393736017897093,0.46996466431095407,0.45344187375035705,0.4773477939364062,0.3269133619600909,0.4489795918367347,0.4925373134328358,0.5,0.4578313253012048
519,3340,Jump Shot,Jump Shot,125,20200142,33.8803,115,164,-118.1548,10,2,0,2002-03,40,20,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-11-17,LAL vs. HOU,HOU,3341,0,4791.0,0,0.40848214285714285,0.400836820083682,0.4659661946094107,0.45344187375035705,0.4773477939364062,0.3269133619600909,0.4230769230769231,0.43119266055045874,0.32,0.4578313253012048
520,3344,Jump Shot,Jump Shot,170,20200142,33.9723,-15,72,-118.2848,4,2,0,2002-03,54,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-11-17,LAL vs. HOU,HOU,3345,0,12980.0,0,0.45933014354066987,0.3642121931908155,0.4514093395035759,0.4137018037398643,0.32926829268292684,0.3269133619600909,0.2818181818181818,0.23684210526315788,0.6666666666666666,0.4578313253012048
521,3345,Alley Oop Dunk Shot,Dunk,176,20200142,34.0443,0,0,-118.2698,4,2,0,2002-03,13,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-11-17,LAL vs. HOU,HOU,3346,0,7326.0,0,0.4097560975609756,0.42393736017897093,0.4472295514511873,0.46567164179104475,0.4773477939364062,0.3269133619600909,0.3381294964028777,0.4307692307692308,0.6666666666666666,0.4578313253012048
522,3351,Jump Shot,Jump Shot,251,20200142,33.9723,38,72,-118.2318,10,3,0,2002-03,25,8,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2002-11-17,LAL vs. HOU,HOU,3352,1,4270.0,0,0.45931758530183725,0.477112676056338,0.4472295514511873,0.4137018037398643,0.4773477939364062,0.8787878787878788,0.48717948717948717,0.4375,1.0,0.4578313253012048
523,3367,Jump Shot,Jump Shot,426,20200142,33.8933,84,151,-118.1858,2,4,0,2002-03,28,17,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-11-17,LAL vs. HOU,HOU,3368,0,6360.0,0,0.44472361809045224,0.4269547325102881,0.4659661946094107,0.45344187375035705,0.4773477939364062,0.5982042648709316,0.4365079365079365,0.4307692307692308,0.47619047619047616,0.4578313253012048
524,3370,Jump Shot,Jump Shot,459,20200142,33.8293,-151,215,-118.4208,0,4,0,2002-03,2,26,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2002-11-17,LAL vs. HOU,HOU,3371,1,1843.0,0,0.43467336683417085,0.6609195402298851,0.3805418719211823,0.45344187375035705,0.4773477939364062,0.7414004914004914,0.5648148148148148,0.4608695652173913,0.46095829636202307,0.4578313253012048
525,3371,Jump Shot,Jump Shot,12,20200151,33.9123,151,132,-118.1188,10,1,0,2002-03,43,20,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-11-19,LAL @ DAL,DAL,3372,1,9604.0,0,0.4976190476190476,0.29777777777777775,0.4514093395035759,0.4137018037398643,0.32926829268292684,0.3269133619600909,0.16666666666666666,0.5074626865671642,1.0,0.4578313253012048
526,3374,Jump Shot,Jump Shot,43,20200151,33.8503,69,194,-118.2008,7,1,0,2002-03,23,20,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-11-19,LAL @ DAL,DAL,3375,1,229.0,0,0.4720194647201946,0.39778449144008055,0.44724674232870953,0.4488021295474712,0.4773477939364062,0.3269133619600909,0.4117647058823529,0.1794871794871795,0.5,0.4067796610169492
527,3383,Jump Shot,Jump Shot,190,20200151,34.0573,174,-13,-118.0958,5,2,0,2002-03,21,17,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-11-19,LAL @ DAL,DAL,3384,0,12404.0,0,0.4268867924528302,0.3893877551020408,0.46996466431095407,0.45344187375035705,0.4773477939364062,0.5745412844036697,0.4909090909090909,0.4153846153846154,0.5,0.4067796610169492
528,3386,Jump Shot,Jump Shot,250,20200151,34.0503,-136,-6,-118.4058,11,3,0,2002-03,39,13,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-11-19,LAL @ DAL,DAL,3387,1,16405.0,0,0.4704370179948586,0.39778449144008055,0.48187633262260127,0.46567164179104475,0.4773477939364062,0.6320754716981132,0.45132743362831856,0.25,0.5,0.3760539629005059
529,3392,Jump Shot,Jump Shot,25,20200160,33.9373,133,107,-118.1368,9,1,0,2002-03,13,17,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-11-20,LAL @ SAS,SAS,3393,1,11493.0,0,0.41794871794871796,0.35744941753525444,0.43453401943967984,0.4488021295474712,0.32926829268292684,0.3269133619600909,0.28205128205128205,0.34545454545454546,1.0,0.3760539629005059
530,3405,Jump Shot,Jump Shot,268,20200160,33.9113,158,133,-118.1118,6,3,0,2002-03,43,20,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-11-20,LAL @ SAS,SAS,3406,0,2555.0,0,0.4720194647201946,0.39778449144008055,0.4659661946094107,0.46567164179104475,0.4773477939364062,0.3269133619600909,0.4,0.3695652173913043,0.0,0.3760539629005059
531,3410,Fadeaway Jump Shot,Jump Shot,382,20200160,33.9603,-3,84,-118.2728,8,4,0,2002-03,3,8,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2002-11-20,LAL @ SAS,SAS,3411,0,11911.0,0,0.4594594594594595,0.3141509433962264,0.4522425249169435,0.4137018037398643,0.32926829268292684,0.3269133619600909,0.28205128205128205,0.3333333333333333,1.0,0.3760539629005059
532,3411,Driving Layup Shot,Layup,420,20200160,34.0143,11,30,-118.2588,4,4,0,2002-03,20,3,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-11-20,LAL @ SAS,SAS,3412,0,7208.0,0,0.4704370179948586,0.3893877551020408,0.46996466431095407,0.45344187375035705,0.4773477939364062,0.3269133619600909,0.5,0.4032258064516129,0.5,0.3760539629005059
533,3413,Fadeaway Jump Shot,Jump Shot,436,20200160,34.0413,141,3,-118.1288,2,4,0,2002-03,13,14,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2002-11-20,LAL @ SAS,SAS,3414,0,9502.0,0,0.4745762711864407,0.3813387423935091,0.4522425249169435,0.4137018037398643,0.32926829268292684,0.3269133619600909,0.3333333333333333,0.45454545454545453,0.3333333333333333,0.3760539629005059
